team_id,team_name,public_leaderboard_rank,private_leaderboard_rank
10077,Martin,130.0,86.0
10078,tmp1234,208.0,210.0
10079,DanteCota,373.0,142.0
10080,Johndoe0920,201.0,136.0
10082,kevin,231.0,332.0
10083,Safia Quadri,856.0,854.0
10084,jungo,414.0,443.0
10087,Icaro,420.0,435.0
10088,Jungler,76.0,74.0
10091,hunkykj,113.0,167.0
10093,SayD,754.0,750.0
10094,madagascar,183.0,196.0
10095,grimer,79.0,149.0
10096,Techtime,818.0,821.0
10098,pantherg,63.0,131.0
10099,Axel M,905.0,902.0
10100,bermuda,88.0,165.0
10101,tanzy,68.0,138.0
10104,nausea,197.0,136.0
10106,oldman,,
10114,sohi,336.0,392.0
10115,Lynx516,949.0,942.0
10117,k4knight,73.0,73.0
10121,James,52.0,45.0
10122,DIGBennett,238.0,238.0
10123,UpTheDale,442.0,442.0
10124,gdlc,761.0,752.0
10125,fubu,31.0,29.0
10128,John A,848.0,850.0
10129,Sayant,785.0,791.0
10130,VikP,3.0,5.0
10131,Gabriel De La Chevrotière,481.0,421.0
10134,mazda,119.0,170.0
10135,docmartian,170.0,169.0
10136,ggg,442.0,428.0
10137,TPD103584,487.0,481.0
10138,TheKai,808.0,808.0
10139,Esox,430.0,428.0
10140,robocop32,810.0,812.0
10143,sasa,115.0,173.0
10144,lopezmr,118.0,171.0
10145,sjjs,117.0,172.0
10147,opterakk,116.0,175.0
10148,Sam Thomson,186.0,123.0
10149,wonderbrah,420.0,287.0
10150,Outsider,565.0,569.0
10151,erazorkk,61.0,133.0
10152,RobertRedfordBeserker,480.0,506.0
10153,Monte,103.0,104.0
10154,team 664 kc,1150.0,1163.0
10155,greatleader,,
10157,seethestar,257.0,248.0
10158,amazing44,625.0,624.0
10160,Winter is Coming,10.0,27.0
10161,Tomtech,427.0,427.0
10162,junli,732.0,739.0
10165,ownthenumbers,634.0,641.0
10166,dsbuck08,912.0,914.0
10167,Carsten Brachem,179.0,124.0
10168,nlubchenco,146.0,141.0
10169,JohnJ,632.0,622.0
10170,sbagley,29.0,33.0
10172,Njmill08,840.0,845.0
10173,Michael L,478.0,508.0
10174,Dbuck,854.0,856.0
10176,dataEngine,717.0,711.0
10178,Elise,744.0,737.0
10179,sternbrown,706.0,705.0
10180,wgroth,521.0,537.0
10181,Sergii Dymchenko,650.0,660.0
10182,Mike L.,30.0,32.0
10183,ratnakar,540.0,539.0
10185,Setu,710.0,706.0
10186,bush111,919.0,908.0
10188,nebulous,99.0,100.0
10189,Ruchika,123.0,119.0
10190,ulli2502,534.0,536.0
10192,ukituki,778.0,778.0
10193,bibirtete,,
10194,verano,916.0,904.0
10196,makagan,9.0,17.0
10197,vsh,48.0,7.0
10209,mayaXxX,1047.0,1022.0
10210,mr dudziak,412.0,341.0
10211,oezi,294.0,301.0
10212,moyotam,495.0,471.0
10215,weseeare,67.0,55.0
10217,DaisyXQ,,
10218,agilefall,90.0,89.0
10220,Qiusha,699.0,704.0
10222,Goethe,,
10224,finist,236.0,250.0
10225,Ninja,,
10226,hawaii,,
10227,jffist,447.0,219.0
10228,Shahin,,
10229,ymh1234,159.0,152.0
10230,Schiller,,
10233,Luis Pacheco,839.0,844.0
10236,Carey,,
10237,josh111,917.0,918.0
10239,sandbox,77.0,75.0
10240,JSK_NS,398.0,430.0
10242,tryagain,28.0,37.0
10244,itsalongshotbut,676.0,664.0
10245,Haendel,,
10246,Dennis Jaheruddin,53.0,53.0
10247,rolla rabba,482.0,300.0
10248,naruto2006,,
10249,fuerve,44.0,57.0
10250,lionelb,391.0,296.0
10251,weigeerdai,132.0,96.0
10252,tmp12345,268.0,233.0
10253,tmp12346,527.0,493.0
10254,OverSkilling,590.0,565.0
10255,kms12,,
10257,gamberger,547.0,503.0
10258,AA Analytics,225.0,258.0
10259,tmp12347,217.0,201.0
10260,rise-iil,60.0,63.0
10264,28radur,179.0,192.0
10266,Hunter2,,
10267,lorenzo,,
10269,lorenzo2,,
10274,catface,1342.0,1342.0
10275,xbj25kl,161.0,135.0
10278,Brett,198.0,257.0
10280,seneca,592.0,596.0
10282,sailors,,
10283,wgxhtt,40.0,30.0
10284,Xuan Yang,467.0,303.0
10285,Lich,727.0,723.0
10286,blagah,,
10287,sepi,,
10288,BrightDotCom,780.0,775.0
10289,God Bless America,,
10290,glen_r,239.0,217.0
10291,Carsten Brachem,415.0,407.0
10292,dscexp1,525.0,524.0
10294,Carlin Eng,202.0,203.0
10295,AimHigh,158.0,92.0
10296,tigon,279.0,197.0
10298,HT,,
10303,Yogi,516.0,517.0
10306,Gabby,79.0,59.0
10308,rkg,246.0,263.0
10309,LOLBEAR,759.0,794.0
10310,Samah,164.0,196.0
10312,Julian,338.0,394.0
10313,AllAboutTheHerring,541.0,552.0
10314,Jonathan Street,256.0,223.0
10315,viral_c,749.0,744.0
10316,a1exd,349.0,337.0
10317,HAHAHA,550.0,550.0
10323,Jellybean,473.0,488.0
10324,boots,188.0,206.0
10327,Steve,469.0,464.0
10328,Sashi,155.0,113.0
10329,a1exd,747.0,736.0
10330,Bright,273.0,261.0
10332,ncok123,339.0,395.0
10336,odisseas,475.0,502.0
10337,testaa,29.0,27.0
10338,N.A.P,58.0,61.0
10341,Scaubrey84,794.0,799.0
10345,mnhy,109.0,140.0
10346,Road Warrior,153.0,127.0
10351,kaggleme,,
10352,kaggle_me,,
10356,adiian,814.0,814.0
10357,xvnv,68.0,67.0
10361,dichika,684.0,679.0
10362,Leustagos,354.0,356.0
10363,Steffen Rendle,1.0,1.0
10364,old lady,599.0,609.0
10366,Rajag,172.0,202.0
10367,maverick,340.0,396.0
10368,Rajag,87.0,86.0
10369,Rajag,504.0,505.0
10370,Rajag,69.0,76.0
10373,kman32011,804.0,798.0
10374,Magic_and_Mystery,602.0,592.0
10375,Michael_SC,156.0,177.0
10383,ekla,2.0,3.0
10384,karmic_menace,62.0,74.0
10386,INBETA,324.0,324.0
10387,Jackson,124.0,126.0
10388,C.Li,546.0,556.0
10397,Nik,78.0,77.0
10398,blednotik,537.0,533.0
10400,TT,12.0,12.0
10401,Dennis Jaheruddin,11.0,11.0
10402,Crackers,412.0,409.0
10406,LolaTheDog,106.0,46.0
10408,ML N00b,164.0,164.0
10409,lichz0r,461.0,459.0
10410,Euro Boatman,673.0,662.0
10411,sbalan,491.0,490.0
10416,Santa_cruz_seals,224.0,209.0
10417,lipper,84.0,118.0
10418,Christian Stade-Schuldt,184.0,183.0
10420,DLab,646.0,649.0
10421,H.Ishimaru,259.0,283.0
10425,oezi,723.0,732.0
10427,simpson,11.0,18.0
10429,BeeJay,777.0,779.0
10430,birdanna,234.0,194.0
10432,UFM,412.0,301.0
10442,javang,460.0,453.0
10444,Steve Rowley,171.0,172.0
10447,Matt,536.0,535.0
10449,DGK1,369.0,376.0
10450,zhouxc,835.0,837.0
10451,twa213,809.0,806.0
10453,Tanstaafl,139.0,111.0
10454,JP,6.0,6.0
10458,Wall-E,36.0,48.0
10461,Black Jack,228.0,211.0
10464,sprog1,359.0,412.0
10467,farzi,288.0,282.0
10468,Breatha,870.0,867.0
10469,Sketch,75.0,61.0
10471,Jeden matfyz nestaci,39.0,35.0
10477,Shan,491.0,464.0
10478,liqo,,
10479,HT,,
10480,koooee,180.0,180.0
10481,NTHU Hunters,244.0,237.0
10484,AlejandroRivas,209.0,208.0
10486,Ed Ramsden,209.0,247.0
10489,Alfonso E. Romero,623.0,637.0
10495,lucky guy,14.0,15.0
10497,nhatvo,245.0,281.0
10498,pedro,261.0,261.0
10499,Constant prediction,,
10500,Random predictions,,
10502,Empty predictions,,
10504,bushnet,47.0,63.0
10505,PREDIKTIVA,102.0,94.0
10508,ram,356.0,198.0
10510,HSM,267.0,284.0
10513,infocruncher,178.0,199.0
10514,Jose Simas,601.0,623.0
10518,iAnalysisLLC,362.0,253.0
10520,Dennis Jaheruddin,446.0,457.0
10521,Dennis Jaheruddin,435.0,439.0
10525,Akis,311.0,312.0
10530,Enigma,16.0,34.0
10532,lgallindo,549.0,522.0
10536,Fred,413.0,758.0
10537,ivesn,75.0,67.0
10538,Blipper,254.0,228.0
10539,inzl,924.0,924.0
10540,Aks1,885.0,883.0
10541,NewTrick,13.0,19.0
10543,ChaLearnAdmin,,
10544,KillerGame,342.0,397.0
10548,riho,,
10549,joyousvida,901.0,900.0
10550,Gershon,112.0,160.0
10553,vsu,1.0,9.0
10556,Course1,343.0,398.0
10558,phinitian,314.0,315.0
10559,kazem Nikpoor,644.0,639.0
10561,thirpple,801.0,804.0
10565,OldDog,51.0,50.0
10566,maiduong,769.0,762.0
10567,ducvo,210.0,319.0
10569,japanvo,405.0,499.0
10570,gnanajothy,101.0,91.0
10571,PTPL,220.0,75.0
10574,Gilmour Statistics,465.0,409.0
10575,tst1,,
10576,bst2,,
10579,Lolimar,83.0,97.0
10580,rice,815.0,813.0
10581,Dr Bob,887.0,888.0
10582,jbeanses,844.0,833.0
10583,algo_guy,16.0,7.0
10584,Course2,518.0,540.0
10585,Logistic eaters,609.0,616.0
10589,Invincibleguy,1294.0,1294.0
10594,Y&Y kz,464.0,505.0
10595,skuta,521.0,522.0
10596,Lei CHEN,526.0,469.0
10598,RobertD,344.0,399.0
10599,LTT1,68.0,93.0
10600,arvaella,437.0,421.0
10601,DefaultTeamName,117.0,175.0
10604,Wei Zhang,280.0,341.0
10607,Just playing,237.0,257.0
10611,janil,74.0,75.0
10615,merry metrics,582.0,572.0
10616,rimorob,550.0,527.0
10618,MaxPower,730.0,729.0
10626,DAIA,384.0,372.0
10630,Ali Taheri,351.0,409.0
10631,Mukto Miners,18.0,16.0
10632,INFO664,1268.0,1268.0
10633,maziar,410.0,321.0
10635,Adaptive,74.0,58.0
10636,BlueBerry,507.0,566.0
10637,MP,756.0,760.0
10639,Chris,758.0,752.0
10641,LeTrio,540.0,529.0
10642,Jason Hong,883.0,885.0
10646,Evolution,143.0,141.0
10650,wicket_keeper,830.0,834.0
10651,Seyhan,405.0,401.0
10652,jhbrown,812.0,810.0
10653,Durai Sundaramoorthi,378.0,310.0
10655,abcde,247.0,252.0
10657,Krzysiek's team,1016.0,965.0
10658,wirecat,22.0,38.0
10660,dudley,23.0,40.0
10661,MSRH,134.0,182.0
10662,Meta_tada,249.0,215.0
10664,aby_alex,200.0,200.0
10665,N.A.P,88.0,87.0
10666,Stephen OConnell,,
10667,The RatKillers,213.0,213.0
10670,6284968128,347.0,400.0
10672,mccf,404.0,417.0
10674,Kompis,135.0,192.0
10675,transplanted_tree,78.0,72.0
10679,Echo Three Hairs,51.0,45.0
10680,Rick Ho,,
10681,varadharajan,89.0,88.0
10684,sharron0912,700.0,703.0
10685,[Deleted] #2,695.0,682.0
10686,samos,783.0,783.0
10687,mtv11,80.0,71.0
10688,Fractal,708.0,716.0
10689,[Deleted] 0611c79f-aa4a-4516-9611-26c6b8d8c4dd,238.0,189.0
10691,mosoo,137.0,184.0
10692,Ghost Rider,79.0,77.0
10693,listochast,,
10694,soolii,138.0,175.0
10696,atoosa,657.0,642.0
10698,orora2,659.0,643.0
10699,Elnaya,15.0,27.0
10700,creditone,,
10704,Haj Holoo,266.0,331.0
10705,TPD98122,383.0,378.0
10706,alex_dm,551.0,561.0
10708,RobertRedfordBeserker,401.0,403.0
10711,ralphe22,752.0,754.0
10712,Mohandes Kialak,696.0,695.0
10715,Anghezi,675.0,673.0
10717,_TR_,505.0,500.0
10718,EC-EI@ESTG,472.0,465.0
10719,jcolander,69.0,64.0
10720,turma_de_leo,122.0,65.0
10722,MatlabIsSoSlow,742.0,751.0
10724,AV Research Group,348.0,401.0
10725,Prakash,,
10726,gburt,922.0,922.0
10727,Laugh Loud and Often,844.0,867.0
10729,LTT1,703.0,697.0
10730,xopkuha,82.0,85.0
10731,liang_asu,759.0,757.0
10734,MHzK,223.0,180.0
10737,aarav,384.0,284.0
10738,Gode,313.0,310.0
10740,Baerbl,,
10742,MarkM,409.0,416.0
10743,Jega,,
10744,senneoko,123.0,102.0
10745,sergio busquets,125.0,77.0
10746,xavi xavi,56.0,47.0
10747,Jenga,,
10748,Fabi,,
10750,Landscape,,
10751,Rui_Adelino,342.0,348.0
10755,Iniesta Iniesta,99.0,54.0
10759,Albolonius,843.0,843.0
10761,adam_20292919,923.0,923.0
10762,Austin Labs,29.0,33.0
10765,luddeo,846.0,818.0
10767,theduker,721.0,714.0
10772,PhotoBook,,
10773,Jaysen Gillespie,478.0,492.0
10775,Gxav,9.0,9.0
10776,mgtet,87.0,76.0
10778,mary,627.0,631.0
10780,SteveO,913.0,915.0
10781,P-ILD2,656.0,652.0
10782,P-ILD3,667.0,671.0
10783,P-ILD4,668.0,667.0
10784,P-ILD5,585.0,599.0
10785,Ronan Lamy,9.0,16.0
10786,P-ILD6,617.0,614.0
10787,shbahd,363.0,367.0
10788,P-ILD7,655.0,651.0
10791,faramarz4,890.0,889.0
10793,shbahd,,
10794,wufacecoder,147.0,146.0
10795,shbahd,878.0,871.0
10796,faramarz5,914.0,916.0
10797,Springbok Span,418.0,423.0
10798,Grem,732.0,733.0
10799,SMRH,135.0,179.0
10800,Lycanther,349.0,402.0
10801,faramarz6,735.0,719.0
10802,IsbadbuyS,141.0,166.0
10803,Jeong,,
10805,smpltom,450.0,338.0
10806,Jesper,408.0,350.0
10808,rabinhood,136.0,178.0
10809,faramarz7,900.0,909.0
10810,alit,789.0,793.0
10811,saghisa,737.0,755.0
10812,mig29,729.0,748.0
10813,miragef1,760.0,763.0
10814,yak3_3,740.0,756.0
10815,f-117,797.0,795.0
10816,asbabi_1982,764.0,764.0
10817,mlast,677.0,677.0
10818,artin5826,766.0,766.0
10819,shangolmangol,140.0,169.0
10820,delkhah123,772.0,773.0
10821,jadidnet,792.0,787.0
10822,nariman539,773.0,780.0
10823,lastversion10,765.0,768.0
10824,redwater1982,746.0,745.0
10825,keyhan1982,731.0,741.0
10826,faramarz9,909.0,907.0
10827,faramarz10,891.0,890.0
10828,An!mal,724.0,727.0
10830,faramarz12,736.0,720.0
10832,Paweł,61.0,64.0
10833,sepahan,226.0,243.0
10834,asdf,615.0,611.0
10836,Foris,784.0,781.0
10838,TPD98125,386.0,377.0
10840,chogit,265.0,267.0
10846,marybhr,578.0,588.0
10847,aboul,743.0,738.0
10848,Mikhail,105.0,66.0
10850,HangZ,73.0,79.0
10852,Test_Pred,127.0,162.0
10855,luffy,506.0,492.0
10856,esskay,193.0,163.0
10857,David S.,71.0,69.0
10858,berlinbrown,,
10859,Aikoi,277.0,293.0
10860,Aniket,,
10862,faramarz11,915.0,917.0
10865,pseudopolymath,393.0,278.0
10871,Enigma Encore,,
10872,faramarz14,892.0,891.0
10874,twobluecats,820.0,829.0
10875,Gestaltgeber,282.0,422.0
10876,timtim,169.0,144.0
10877,luddeo,339.0,339.0
10879,mat187,496.0,492.0
10881,Aoxi,1179.0,1176.0
10882,faramarz16,774.0,774.0
10884,rashel,460.0,459.0
10886,Chinni,422.0,410.0
10887,Sali Mali,209.0,218.0
10888,DM_900,566.0,579.0
10889,ML Novice,155.0,158.0
10890,zanbaghevahshi,685.0,684.0
10891,khersegrizli,688.0,683.0
10892,shekarchi77,616.0,612.0
10893,HemaghteBozorg,574.0,570.0
10895,lastid77,725.0,713.0
10896,sa_kh38,542.0,582.0
10897,baby_na32,614.0,636.0
10898,darkmoon202020,587.0,607.0
10899,bluemaster,185.0,228.0
10900,player,530.0,523.0
10901,kingkongshz,543.0,541.0
10903,shokolatetalkh1,567.0,568.0
10904,"Flux, Inc.",544.0,542.0
10905,klarkelee,631.0,648.0
10906,alpha,192.0,70.0
10909,kakooo,645.0,647.0
10910,brainsmith,90.0,89.0
10912,giantpenguin,401.0,211.0
10914,DCC_DM1_team,59.0,70.0
10915,Team Vu,329.0,317.0
10918,CGConsult,65.0,57.0
10919,N3RD4LIFE,177.0,177.0
10921,kondra,869.0,869.0
10925,functionwizard,477.0,447.0
10926,marybh,529.0,549.0
10927,esslor1,135.0,161.0
10928,marybd,523.0,538.0
10929,Michael O,683.0,678.0
10930,maternaj,490.0,478.0
10933,dave jones,895.0,898.0
10934,dina,,
10935,arcnewuss,402.0,404.0
10938,Jesper,111.0,110.0
10939,transplanted_tree,18.0,12.0
10940,DuckTile,2.0,2.0
10941,jupitersun22,920.0,910.0
10942,Matthew Roos,390.0,375.0
10950,twobluecats,378.0,388.0
10951,usptact,,
10953,G-Rock,160.0,152.0
10954,Graham,560.0,560.0
10955,alime,285.0,286.0
10957,jothy,334.0,332.0
10961,Freedman,1009.0,988.0
10963,sbalan,318.0,304.0
10964,Ali Hassaine,6.0,8.0
10965,Joana_Joao,382.0,386.0
10966,rmsn,511.0,501.0
10971,rashel,289.0,290.0
10972,IRB9I0,,
10973,kakooo,315.0,313.0
10974,Ben Haley,53.0,47.0
10977,dm11_utalca,320.0,318.0
10978,fizz,368.0,364.0
10979,Idon'tknownanything,102.0,105.0
10981,cheese_ndut,17.0,25.0
10982,mlast,317.0,317.0
10983,john panagos,90.0,80.0
10987,Momeni,424.0,427.0
10988,taBta,139.0,181.0
10989,PREDIKTIVA,336.0,336.0
10991,Dr. G,352.0,355.0
10994,X10ba,108.0,111.0
10995,cbriaros,70.0,69.0
10996,maziar,410.0,400.0
10998,camel_case,16.0,13.0
10999,D33B,45.0,39.0
11000,ivesn,40.0,36.0
11001,Angelina,312.0,314.0
11002,vsh,37.0,20.0
11003,RK_Est,114.0,84.0
11004,UVEN,1022.0,1048.0
11005,Midnight Run,47.0,47.0
11010,Ghazian,19.0,16.0
11011,bergei subka,69.0,72.0
11012,kfurlong,471.0,472.0
11017,Global Decision,298.0,300.0
11018,metatem,79.0,78.0
11019,Roseyland,92.0,78.0
11020,I0OWDY,,
11021,kksh,280.0,287.0
11022,vsu,4.0,3.0
11023,GeLo,114.0,108.0
11025,luffy,129.0,143.0
11026,Gerash,121.0,140.0
11027,randomjohn,219.0,219.0
11028,Ed Ramsden,32.0,30.0
11029,Where is the money Lebowski,1138.0,1140.0
11030,fractalizer,75.0,79.0
11031,boder,8.0,7.0
11033,infocruncher,251.0,253.0
11034,Satya,176.0,164.0
11035,nhatvo,16.0,15.0
11036,bluemaster,84.0,87.0
11037,wwind,51.0,77.0
11038,Team Shasta,407.0,406.0
11039,bob,47.0,43.0
11042,nhatvo,72.0,71.0
11046,J O,13.0,13.0
11047,markiv,199.0,199.0
11048,mits,316.0,306.0
11049,Storm,188.0,208.0
11050,ioan,440.0,445.0
11051,KR,91.0,90.0
11052,Messi,120.0,135.0
11054,teni,503.0,511.0
11056,Iniesta,72.0,46.0
11058,TLM,37.0,41.0
11060,maria,83.0,82.0
11062,Indy Actuaries,8.0,7.0
11063,dirkvg,100.0,99.0
11065,CGConsult,38.0,39.0
11066,sergio,305.0,270.0
11067,Jonathan Street,181.0,151.0
11068,Petko Nikolov,501.0,507.0
11069,Herve,495.0,493.0
11075,xcigar,953.0,957.0
11077,woshialex,24.0,20.0
11078,gilligan20,106.0,97.0
11081,JKARP,150.0,151.0
11085,sid007,70.0,68.0
11086,Lycanther,293.0,274.0
11087,JohnBob,141.0,142.0
11088,Anghezi,277.0,285.0
11090,LIANG,317.0,347.0
11091,scfox,,
11092,CogniMem,18.0,12.0
11093,desi boyz,231.0,239.0
11095,huuep,185.0,197.0
11096,busybeaver,38.0,45.0
11097,DL,414.0,419.0
11100,Riyad Shairi,225.0,200.0
11101,dave jones,323.0,321.0
11103,CrossDelta,107.0,55.0
11104,quantumflea,443.0,451.0
11105,BarrenWuffet,38.0,42.0
11109,vigilant,190.0,86.0
11110,SKNI,192.0,191.0
11113,TECB123,436.0,440.0
11117,HGage,475.0,499.0
11118,Jesse,80.0,79.0
11119,blueNoYellow!,21.0,33.0
11121,OmarLittle,,
11124,lawlerSkates,241.0,259.0
11127,Rudra,47.0,19.0
11128,Han & Kilian,416.0,366.0
11130,Global Decision,87.0,58.0
11131,CVE,1140.0,1128.0
11132,ArcaneLord,446.0,449.0
11133,max.power,217.0,209.0
11135,Noclue,445.0,450.0
11136,Euro Boatman,174.0,115.0
11143,halfstay,51.0,56.0
11148,Todo Cero,,
11149,Random Forest,,
11151,Logit,,
11153,Lookout Data Science,279.0,269.0
11154,Signal Box,157.0,118.0
11155,Perpetual Motion Squad,173.0,145.0
11158,Boosting de Arboles,,
11162,Neural Network,,
11167,dimitris,473.0,484.0
11173,ghalib,118.0,116.0
11175,Domas,528.0,528.0
11176,mining_fool,479.0,496.0
11179,Underfitting,165.0,116.0
11181,alefas,459.0,460.0
11182,DM Experts,453.0,447.0
11185,jimihnoss,506.0,517.0
11189,coffeevector,62.0,65.0
11190,bartver,212.0,212.0
11191,BJG_,271.0,280.0
11193,JKL,343.0,388.0
11195,kanouske,345.0,341.0
11196,lucky guy,11.0,9.0
11197,Arete,329.0,330.0
11204,petkob,326.0,325.0
11205,rough_est,19.0,18.0
11207,towerplus,21.0,27.0
11208,regreadic,17.0,20.0
11210,Vijay,154.0,157.0
11211,Rohan,81.0,80.0
11214,Venkat Chalasani,565.0,566.0
11215,florp,194.0,193.0
11217,wsgossett,38.0,34.0
11218,AIC,254.0,195.0
11219,Rockcoder,335.0,334.0
11221,Shahar,46.0,46.0
11222,Deepak,112.0,95.0
11223,Grunthus,85.0,63.0
11224,PhiRogue,46.0,43.0
11226,Furinkazan,50.0,71.0
11228,Brian Elwell,39.0,50.0
11229,Vicky,169.0,145.0
11230,DJchildren,49.0,48.0
11231,yuliam,41.0,38.0
11236,DM2011_GNJ,330.0,327.0
11237,Axehit,380.0,390.0
11240,Foris,274.0,277.0
11243,Patrick,156.0,154.0
11244,galanos,113.0,111.0
11245,TPD77418,457.0,456.0
11247,Rbrown2,918.0,911.0
11250,homero,535.0,534.0
11252,j,32.0,33.0
11254,Rob S,104.0,106.0
11255,XFrequentist,856.0,852.0
11257,Raghu,115.0,120.0
11258,mdk2,377.0,371.0
11260,mdk3,391.0,389.0
11264,maiaini,118.0,98.0
11265,dac,482.0,475.0
11266,Dennis,637.0,618.0
11270,pikachu,310.0,308.0
11271,Mikhail Mokhin,397.0,396.0
11273,Foxtrot,82.0,81.0
11275,aboul,233.0,244.0
11277,rtodto,27.0,19.0
11278,A Student,248.0,229.0
11280,georgewu,222.0,210.0
11284,wolfrest,25.0,24.0
11285,lgallindo,570.0,570.0
11288,Aristotle,250.0,240.0
11289,Vellerefond,389.0,393.0
11290,TPD103583,438.0,432.0
11292,Honzik,518.0,508.0
11293,TEAM DM,361.0,357.0
11294,hammami,463.0,463.0
11295,UTalca_GCGP_2011,357.0,353.0
11296,inoddy,,
11297,caca,530.0,533.0
11298,zaxos,,
11299,jury,,
11300,Data Deviner,551.0,551.0
11302,simplexity,288.0,227.0
11304,Sole,322.0,319.0
11305,Cassiel,240.0,233.0
11307,ne2soft,1014.0,1023.0
11308,seylom,,
11310,kayu,531.0,532.0
11311,chikilin,537.0,538.0
11315,samyers,431.0,433.0
11317,ores,308.0,309.0
11318,Affine,186.0,198.0
11319,Arstud,239.0,232.0
11324,Jonathan Ames,539.0,540.0
11325,dmitry.osmakov,365.0,359.0
11327,xristi f be,80.0,75.0
11328,DM2011_GFGJ,356.0,352.0
11330,Matthew Roos,47.0,45.0
11331,Hoenir,203.0,204.0
11332,viejitopascuero,529.0,529.0
11333,Primitive Data,217.0,217.0
11335,Zonga,5.0,5.0
11336,longi,114.0,120.0
11337,sehy,,
11339,JCW,9.0,10.0
11340,Robotic Eye,16.0,14.0
11343,redstr,23.0,18.0
11344,NewDog,158.0,190.0
11345,Hollooooo,142.0,172.0
11346,solireisi,133.0,174.0
11347,rkirana,195.0,217.0
11348,shevet2011,150.0,180.0
11350,lv,470.0,495.0
11351,Jacob_M,167.0,158.0
11354,Craig Rodger,57.0,60.0
11355,Sanji,131.0,144.0
11356,The Data Mine,250.0,261.0
11357,June,758.0,749.0
11358,briggers,13.0,29.0
11359,podopie,41.0,42.0
11360,wildgold,24.0,22.0
11362,D3PO,187.0,186.0
11363,sohiiiiiiiiiiiiiiii,152.0,187.0
11364,calculating,148.0,177.0
11365,testtrain2011,145.0,173.0
11366,leaderboard2011,149.0,167.0
11369,jhbrown,230.0,249.0
11370,pseudopolymath,439.0,443.0
11371,ralphe22,396.0,405.0
11372,aussietim,5.0,5.0
11374,beluga,17.0,14.0
11375,krishna,91.0,97.0
11377,tripitaka,269.0,264.0
11378,Jared,163.0,163.0
11379,sungw,,
11381,progo,,
11385,bobby wobby,22.0,59.0
11386,stesia,333.0,333.0
11388,Flix and Floxi,177.0,105.0
11391,wiem,1090.0,1085.0
11393,p4p4,488.0,482.0
11396,Nigel,138.0,138.0
11397,MP,71.0,53.0
11399,Davis,360.0,354.0
11402,AGATHI,328.0,326.0
11415,Snuggles,366.0,366.0
11416,SSKim,62.0,62.0
11417,CapitalLossCarryover,26.0,15.0
11418,florp,533.0,530.0
11421,seyab,131.0,129.0
11423,kenny,56.0,59.0
11424,Claudius,552.0,552.0
11426,erikaeriga,318.0,336.0
11427,shenfen,,
11430,stream,298.0,298.0
11431,Jason Capehart,52.0,57.0
11433,daniel.svarabovic,93.0,91.0
11438,ArunK,103.0,104.0
11439,boddakantha,201.0,241.0
11440,kaoweichia,465.0,487.0
11441,Nick Read,189.0,170.0
11442,adrake,77.0,81.0
11443,Kao00,515.0,515.0
11444,Leustagos,56.0,55.0
11445,student,467.0,488.0
11447,immortals,3.0,4.0
11449,soli,144.0,183.0
11450,kake,198.0,254.0
11451,katevr,413.0,411.0
11452,shenggang Li,82.0,82.0
11456,EC_TEAM_MF,341.0,350.0
11457,pedro team,489.0,483.0
11459,Credulous,54.0,52.0
11460,Dr J,261.0,281.0
11461,andaag,,
11462,mrcaps,30.0,17.0
11469,miharan666,458.0,457.0
11470,Stratovan,522.0,521.0
11472,The Unit,164.0,154.0
11473,tikita,364.0,369.0
11475,mobit,110.0,133.0
11476,optimus,372.0,383.0
11477,TPD59854,519.0,512.0
11478,robbase,566.0,567.0
11479,javan,242.0,250.0
11480,hosein_r,211.0,222.0
11481,TPD80144,532.0,531.0
11485,kinners,219.0,168.0
11487,captain obvious,484.0,477.0
11488,ying,153.0,121.0
11489,llamsja,253.0,221.0
11490,Boris,187.0,161.0
11492,el-maria,325.0,316.0
11493,karkes,246.0,279.0
11494,irini p pro,81.0,67.0
11495,bondi,169.0,167.0
11496,battafordata,555.0,555.0
11498,Golden Hind,541.0,538.0
11499,kaizoku,126.0,132.0
11501,xyz,499.0,503.0
11503,WhitecastlePT,419.0,422.0
11504,TPD103500,520.0,519.0
11505,Cornboys,107.0,107.0
11506,teaserebotier,85.0,91.0
11509,MossyFiber,22.0,21.0
11511,RRDD,262.0,272.0
11513,Jagruti,196.0,207.0
11514,Butteryfly,255.0,245.0
11515,Justin,554.0,554.0
11516,TigerNT,553.0,553.0
11517,nilesh_osu,218.0,218.0
11518,YoungsGo,79.0,72.0
11519,Jianqiao,30.0,22.0
11520,runxiao,61.0,64.0
11521,yc_xy,42.0,31.0
11522,markiv,524.0,527.0
11523,JC36,109.0,108.0
11524,Global Decision,15.0,12.0
11527,bobo,5.0,4.0
11528,TPD66232,379.0,379.0
11529,AJs,1040.0,1047.0
11530,2090274,343.0,349.0
11531,Jack Liu,296.0,299.0
11532,csapatnév,455.0,461.0
11533,jo87,385.0,380.0
11534,TPD103496,523.0,526.0
11535,Chais,251.0,258.0
11536,aboul,110.0,109.0
11537,shire!,206.0,225.0
11538,grigori1,516.0,506.0
11539,Team Spades,214.0,233.0
11540,C.J.88,481.0,470.0
11541,h_sh,204.0,223.0
11543,OVR2VP,120.0,121.0
11544,ze_g,192.0,203.0
11545,player,110.0,124.0
11546,ze_y,221.0,235.0
11547,homemadev,327.0,311.0
11548,conjoiner,358.0,361.0
11549,happyfeet,162.0,161.0
